,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,day
715,Austria,5891036,0,21858,0.0,5813712,0,55466,72,649744,2411,211273524,23302116,9066710,Europe,2023-02-25
716,Greece,5842655,0,36066,0.0,5798598,1599,7991,115,566333,3496,102228365,9909078,10316637,Europe,2023-02-25
717,Portugal,5566708,0,26117,0.0,5537148,376,3443,61,548954,2575,45968702,4533148,10140570,Europe,2023-02-25
718,Ukraine,5382095,0,111175,0.0,5261929,0,8991,0,124608,2574,32603805,754855,43192122,Europe,2023-02-25
719,Chile,5158953,0,64145,0.0,5087134,0,7674,82,267995,3332,48396297,2514068,19250195,South America,2023-02-25
720,Malaysia,5042015,0,36957,0.0,4995838,0,9220,9,151955,1114,68040454,2050580,33181072,Asia,2023-02-25
721,Israel,4797235,0,12268,0.0,4781252,0,3715,57,514394,1315,41373364,4436346,9326000,Asia,2023-02-25
722,DPRK,4772813,0,74,0.0,4772739,0,0,0,183636,3,0,0,25990679,Asia,2023-02-25
723,Thailand,4727831,0,33902,0.0,4692636,0,1293,0,67465,484,17270775,246450,70078203,Asia,2023-02-25
724,Belgium,4717655,0,33717,0.0,4657415,0,26523,43,404315,2890,36709556,3146099,11668278,Europe,2023-02-25
725,Czechia,4607883,1066,42422,4.0,4555389,1095,10072,40,429168,3951,56989828,5307905,10736784,Europe,2023-02-25
726,Canada,4581763,0,51061,0.0,4494469,1575,36233,99,119353,1330,66343123,1728207,38388419,North America,2023-02-25
727,Peru,4485147,0,219387,0.0,4264056,0,1704,44,133153,6513,37988506,1127784,33684208,South America,2023-02-25
728,Switzerland,4389655,0,14452,0.0,4371249,0,3954,39,500323,1647,23833472,2716487,8773637,Europe,2023-02-25
729,Philippines,4076064,142,66083,7.0,4000638,37,9343,162,36229,587,34571035,307274,112508994,Asia,2023-02-25
730,South Africa,4061383,0,102595,0.0,3912506,0,46282,192,66847,1689,26473049,435726,60756135,Africa,2023-02-25
731,Romania,3335131,0,67675,0.0,3260130,0,7326,115,175244,3556,26603809,1397895,19031335,Europe,2023-02-25
732,Denmark,3174969,0,8244,0.0,3165682,0,1043,19,544130,1413,129190878,22140871,5834950,Europe,2023-02-25
733,Hong Kong,2883055,119,13449,2.0,2838363,3787,31243,28,379135,1769,76127725,10011143,7604299,Asia,2023-02-25
734,Sweden,2697827,0,23633,0.0,2670018,238,4176,9,264002,2313,19469139,1905196,10218971,Europe,2023-02-25
735,Serbia,2489711,0,17803,0.0,2457640,0,14268,18,287728,2057,12367413,1429260,8653016,Europe,2023-02-25
736,Iraq,2465545,0,25375,0.0,2439497,0,673,21,58474,602,19544451,463523,42164965,Asia,2023-02-25
737,Singapore,2222006,0,1722,0.0,2149583,0,70701,1,373852,290,24756666,4165302,5943546,Asia,2023-02-25
738,New Zealand,2207775,0,3864,0.0,2197123,0,6788,0,450732,789,7768604,1586011,4898203,Australia/Oceania,2023-02-25
739,Hungary,2194969,0,48745,0.0,2142682,0,3542,6,228494,5074,11394556,1186160,9606259,Europe,2023-02-25
740,Bangladesh,2037773,0,29445,0.0,1998448,0,9880,0,12138,175,15254399,90862,167885689,Asia,2023-02-25
741,Slovakia,1862716,126,21016,2.0,1840527,76,1173,20,341145,3849,7402003,1355630,5460193,Europe,2023-02-25
742,Georgia,1825598,0,16965,0.0,1776548,0,32085,0,459995,4275,16920079,4263340,3968738,Asia,2023-02-25
743,Jordan,1746997,0,14122,0.0,1731007,0,1868,59,169597,1371,17201885,1669945,10300869,Asia,2023-02-25
744,Ireland,1702523,0,8629,0.0,1691735,0,2159,11,339135,1719,13024205,2594360,5020199,Europe,2023-02-25
745,Pakistan,1576880,42,30643,2.0,1538689,0,7548,15,6871,134,30570862,133213,229488994,Asia,2023-02-25
746,Norway,1478865,0,5112,0.0,1473096,0,657,20,268330,928,11002430,1996315,5511370,Europe,2023-02-25
747,Finland,1462169,0,8892,0.0,1451490,136,1787,21,263219,1601,12047792,2168835,5554960,Europe,2023-02-25
748,Kazakhstan,1407351,0,13846,0.0,1383020,0,10485,24,73280,721,11575012,602707,19205043,Asia,2023-02-25
749,Slovenia,1327065,0,7071,0.0,1316266,0,3728,4,638616,3403,2835462,1364493,2078034,Europe,2023-02-25
750,Lithuania,1304023,324,9585,2.0,1288325,41,6113,8,489920,3601,10373322,3897243,2661708,Europe,2023-02-25
751,Bulgaria,1296614,0,38210,0.0,1255494,0,2910,26,189436,5583,11046957,1613967,6844597,Europe,2023-02-25
752,Morocco,1272435,0,16296,0.0,1256057,0,82,3,33687,431,12976548,343543,37772756,Africa,2023-02-25
753,Croatia,1268666,0,17950,0.0,1250175,0,541,10,312534,4422,5503682,1355825,4059286,Europe,2023-02-25
754,Guatemala,1235447,0,20165,0.0,1214062,0,1220,5,66479,1085,6909090,371775,18584039,North America,2023-02-25
755,Lebanon,1231456,0,10822,0.0,1087587,0,133047,74,184216,1619,4795578,717380,6684849,Asia,2023-02-25
756,Costa Rica,1199055,0,9214,0.0,860711,0,329130,52,231373,1778,4659757,899158,5182354,North America,2023-02-25
757,Bolivia,1192514,0,22363,0.0,1156358,0,13793,220,99437,1865,2705422,225590,11992656,South America,2023-02-25
758,Tunisia,1150793,0,29330,0.0,0,0,0,44,95528,2435,5001397,415169,12046656,Africa,2023-02-25
759,Cuba,1112572,0,8530,0.0,1103963,0,79,2,98408,754,14315545,1266229,11305652,North America,2023-02-25
760,Ecuador,1056578,0,36008,0.0,1015999,0,4571,759,58331,1988,3082403,170173,18113361,South America,2023-02-25
761,UAE,1051589,0,2349,0.0,1034835,0,14405,0,104306,233,199126406,19751106,10081785,Asia,2023-02-25
762,Uruguay,1034046,0,7617,0.0,1025995,0,434,18,295778,2179,6114822,1749083,3496016,South America,2023-02-25
763,Panama,1031014,0,8603,0.0,1021886,0,525,16,231847,1935,7522110,1691516,4446964,North America,2023-02-25
764,Mongolia,1007896,0,2179,0.0,1005709,2,8,192,298364,645,4030048,1193000,3378078,Asia,2023-02-25
765,Nepal,1001140,1,12020,0.0,989113,2,7,0,33122,398,6011031,198872,30225582,Asia,2023-02-25
766,Belarus,994037,0,7118,0.0,985592,0,1327,0,105381,755,13646641,1446722,9432800,Europe,2023-02-25
767,Latvia,975928,0,6237,0.0,969343,0,348,13,527860,3373,7863922,4253443,1848837,Europe,2023-02-25
768,Saudi Arabia,829228,43,9613,2.0,816585,47,3030,42,23134,268,45133035,1259120,35844909,Asia,2023-02-25
769,Azerbaijan,828477,0,10114,0.0,818209,0,154,0,80433,982,7519926,730075,10300205,Asia,2023-02-25
770,Paraguay,808327,0,19870,0.0,0,0,0,7,110641,2720,2657506,363751,7305843,South America,2023-02-25
771,Bahrain,706013,0,1548,0.0,706013,0,-1548,2,395751,868,10731193,6015300,1783983,Asia,2023-02-25
772,Sri Lanka,672026,0,16830,0.0,655194,0,2,0,31147,780,6486117,300619,21575842,Asia,2023-02-25
773,Kuwait,662858,0,2570,0.0,660237,0,51,0,151326,587,8455743,1930391,4380326,Asia,2023-02-25
774,Dominican Republic,660533,0,4384,0.0,644785,0,11364,4,59742,397,3740928,338350,11056370,North America,2023-02-25
775,Cyprus,649093,0,1305,0.0,642855,0,4933,60,530570,1067,9640118,7879860,1223387,Asia,2023-02-25
776,Myanmar,633906,0,19490,0.0,614378,0,38,0,11478,353,10036203,181726,55227143,Asia,2023-02-25
777,Palestine,621008,0,5404,0.0,615445,0,159,17,116173,1011,3078533,575907,5345541,Asia,2023-02-25
778,Estonia,614848,0,2934,0.0,524990,0,86924,1,465121,2220,3671717,2777585,1321910,Europe,2023-02-25
779,Moldova,603750,0,11974,0.0,504142,0,87634,49,150442,2984,3216305,801437,4013171,Europe,2023-02-25
780,Venezuela,551957,0,5852,0.0,545771,0,334,36,18859,200,3359014,114771,29266991,South America,2023-02-25
781,Egypt,515698,0,24613,0.0,442182,0,48903,122,4858,232,3693367,34792,106156692,Africa,2023-02-25
782,Libya,507171,0,6437,0.0,500733,0,1,0,72034,914,2483538,352738,7040745,Africa,2023-02-25
783,Ethiopia,499948,0,7572,0.0,487213,0,5163,0,4138,63,5485654,45406,120812698,Africa,2023-02-25
784,Qatar,493724,0,686,0.0,492695,0,343,21,165684,230,4065369,1364257,2979915,Asia,2023-02-25
785,Réunion,486588,0,921,0.0,418572,0,67095,10,535854,1014,1603660,1766027,908061,Africa,2023-02-25
786,Honduras,471557,0,11109,0.0,0,0,0,105,46135,1087,1626616,159141,10221247,North America,2023-02-25
787,Armenia,446819,0,8721,0.0,435162,0,2936,0,150345,2934,3242901,1091164,2971966,Asia,2023-02-25
788,Bosnia and Herzegovina,401575,0,16278,0.0,379084,0,6213,0,123588,5010,1884721,580036,3249317,Europe,2023-02-25
789,Oman,399449,0,4628,0.0,384669,0,10152,2,75028,869,25000000,4695724,5323993,Asia,2023-02-25
790,North Macedonia,346852,0,9662,0.0,337068,0,122,0,166651,4642,2226216,1069626,2081304,Europe,2023-02-25
791,Kenya,342900,0,5688,0.0,337183,0,29,1,6100,101,3967062,70569,56215221,Africa,2023-02-25
792,Zambia,342831,0,4055,0.0,338289,0,487,0,17608,208,3923997,201538,19470234,Africa,2023-02-25
793,Albania,334356,0,3596,0.0,329106,0,1654,0,116648,1255,1941032,677173,2866374,Europe,2023-02-25
794,Botswana,329662,0,2801,0.0,326868,0,-7,1,135043,1147,2026898,830300,2441162,Africa,2023-02-25
795,Luxembourg,297757,0,1133,0.0,288991,0,7633,0,463528,1764,4412567,6869188,642371,Europe,2023-02-25
796,Montenegro,287987,0,2801,0.0,284359,0,827,6,458615,4461,2714023,4322037,627950,Europe,2023-02-25
797,Brunei,277992,0,225,0.0,243601,0,34166,3,624097,505,717784,1611437,445431,Asia,2023-02-25
798,Algeria,271436,0,6881,0.0,182788,0,81767,0,5985,152,230861,5091,45350148,Africa,2023-02-25
799,Nigeria,266463,0,3155,0.0,259850,0,3458,11,1229,15,5708974,26339,216746934,Africa,2023-02-25
800,Zimbabwe,263921,0,5663,0.0,257205,0,1053,12,17214,369,2525756,164744,15331428,Africa,2023-02-25
801,Uzbekistan,250932,0,1637,0.0,241486,0,7809,23,7298,48,1377915,40077,34382084,Asia,2023-02-25
802,Mozambique,233098,0,2242,0.0,228805,0,2051,11,7044,68,1371127,41437,33089461,Africa,2023-02-25
803,Martinique,229807,0,1098,0.0,0,0,0,12,614314,2935,828928,2215870,374087,North America,2023-02-25
804,Laos,218015,1,758,0.0,0,0,0,0,29142,101,1233207,164845,7481023,Asia,2023-02-25
805,Afghanistan,209246,9,7896,0.0,190574,1,10776,45,5134,194,1199032,29421,40754388,Asia,2023-02-25
806,Iceland,208999,0,229,0.0,0,0,0,2,605105,663,1996384,5780036,345393,Europe,2023-02-25
807,Kyrgyzstan,206633,0,2991,0.0,196406,0,7236,131,30711,445,1907195,283460,6728271,Asia,2023-02-25
808,Guadeloupe,201852,0,1010,0.0,0,0,0,19,504890,2526,938039,2346306,399794,North America,2023-02-25
809,El Salvador,201785,0,4230,0.0,179410,0,18145,8,30805,646,2610114,398467,6550389,North America,2023-02-25
810,Trinidad and Tobago,188737,0,4339,0.0,184363,0,35,8,134181,3085,895520,636663,1406585,North America,2023-02-25
811,Maldives,185729,0,311,0.0,163687,0,21731,25,343316,575,2213831,4092223,540985,Asia,2023-02-25
812,Ghana,171172,0,1462,0.0,169697,0,13,2,5284,45,2529956,78096,32395450,Africa,2023-02-25
813,Namibia,171121,0,4090,0.0,166689,0,342,0,64969,1553,1062663,403460,2633874,Africa,2023-02-25
814,Uganda,170478,0,3630,0.0,100431,0,66417,3,3520,75,3012408,62198,48432863,Africa,2023-02-25
815,Jamaica,154065,0,3500,0.0,102393,0,48172,0,51611,1172,1183986,396633,2985094,North America,2023-02-25
816,Cambodia,138714,0,3056,0.0,135650,0,8,0,8079,178,3091420,180062,17168639,Asia,2023-02-25
817,Rwanda,133170,0,1468,0.0,131634,0,68,0,9792,108,5959042,438150,13600464,Africa,2023-02-25
818,Cameroon,124328,0,1965,0.0,122333,0,30,13,4454,70,1751774,62762,27911548,Africa,2023-02-25
819,Malta,117338,0,827,0.0,115923,0,588,4,264255,1862,2111209,4754622,444033,Europe,2023-02-25
820,Barbados,106645,0,575,0.0,106057,0,13,0,370266,1996,794426,2758203,288023,North America,2023-02-25
821,Angola,105205,0,1931,0.0,103250,0,24,0,3004,55,1499795,42818,35027343,Africa,2023-02-25
822,Channel Islands,101320,0,227,0.0,100975,0,118,0,574171,1286,1252808,7099551,176463,Europe,2023-02-25
823,French Guiana,98041,0,420,0.0,11254,0,86367,6,312065,1337,651257,2072951,314169,South America,2023-02-25
824,DRC,95646,0,1464,0.0,84282,0,9900,0,1004,15,846704,8890,95240792,Africa,2023-02-25
825,Senegal,88917,0,1971,0.0,86938,0,8,0,5037,112,1146543,64946,17653671,Africa,2023-02-25
826,Malawi,88681,0,2686,0.0,85542,0,453,67,4394,133,624784,30959,20180839,Africa,2023-02-25
827,Ivory Coast,88158,0,834,0.0,87289,0,35,0,3178,30,1678025,60486,27742298,Africa,2023-02-25
828,Suriname,82227,0,1400,0.0,0,0,0,0,137773,2346,240907,403644,596831,South America,2023-02-25
829,New Caledonia,79871,0,314,0.0,79557,0,0,9,274551,1079,98964,340182,290915,Australia/Oceania,2023-02-25
830,French Polynesia,77957,0,649,0.0,0,0,0,7,274338,2284,0,0,284164,Australia/Oceania,2023-02-25
831,Eswatini,74199,0,1423,0.0,72726,0,50,0,62625,1201,1048704,885119,1184817,Africa,2023-02-25
832,Guyana,73066,0,1298,0.0,71742,0,26,0,92017,1635,721408,908523,794045,South America,2023-02-25
833,Belize,70740,0,688,0.0,70036,0,16,6,171620,1669,576016,1397453,412190,North America,2023-02-25
834,Fiji,68876,0,883,0.0,66831,0,1162,0,75732,971,668445,734986,909466,Australia/Oceania,2023-02-25
835,Madagascar,67852,0,1421,0.0,66427,0,4,0,2325,49,525141,17998,29178077,Africa,2023-02-25
836,Sudan,63787,0,5011,0.0,58438,0,338,0,1387,109,562941,12240,45992020,Africa,2023-02-25
837,Mauritania,63667,0,997,0.0,62439,0,231,0,12988,203,1009957,206030,4901981,Africa,2023-02-25
838,Cabo Verde,63240,0,413,0.0,62770,0,57,23,111401,728,401622,707482,567678,Africa,2023-02-25
839,Bhutan,62615,0,21,0.0,61564,0,1030,0,79467,27,2303734,2923739,787941,Asia,2023-02-25
840,Syria,57463,0,3164,0.0,54299,0,0,0,2967,163,146269,7553,19364809,Asia,2023-02-25
841,Burundi,53609,0,38,0.0,53569,0,2,0,4246,3,345742,27386,12624840,Africa,2023-02-25
842,Seychelles,50665,0,172,0.0,50440,0,53,0,509575,1730,0,0,99426,Africa,2023-02-25
843,Gabon,48981,0,306,0.0,48674,0,1,0,21008,131,1621909,695641,2331533,Africa,2023-02-25
844,Andorra,47866,0,165,0.0,47563,0,138,14,617921,2130,249838,3225256,77463,Europe,2023-02-25
845,Papua New Guinea,46792,0,670,0.0,43982,0,2140,7,5036,72,249149,26813,9292169,Australia/Oceania,2023-02-25
846,Curaçao,45986,0,295,0.0,44720,0,971,3,277812,1782,496693,3000640,165529,North America,2023-02-25
847,Aruba,44026,0,236,0.0,42438,0,1352,2,409129,2193,177885,1653068,107609,North America,2023-02-25
848,Tanzania,42823,0,846,0.0,0,0,0,7,677,13,0,0,63298550,Africa,2023-02-25
849,Mayotte,42004,0,188,0.0,0,0,0,0,146734,657,176919,618038,286259,Africa,2023-02-25
850,Mauritius,41717,0,1043,0.0,40012,0,662,0,32726,818,358675,281374,1274727,Africa,2023-02-25
851,Togo,39371,0,290,0.0,39074,0,7,0,4535,33,808113,93092,8680837,Africa,2023-02-25
852,Guinea,38267,0,467,0.0,37757,0,43,8,2760,34,660107,47607,13865691,Africa,2023-02-25
853,Isle of Man,38008,0,116,0.0,0,0,0,0,443335,1353,150753,1758422,85732,Europe,2023-02-25
854,Bahamas,37491,0,833,0.0,36366,0,292,1,93607,2080,257839,643767,400516,North America,2023-02-25
855,Lesotho,34790,0,723,0.0,25980,0,8087,0,15990,332,431221,198199,2175699,Africa,2023-02-25
856,Faeroe Islands,34658,0,28,0.0,0,0,0,5,703959,569,778000,15802409,49233,Europe,2023-02-25
857,Haiti,34143,0,860,0.0,33044,0,239,0,2923,74,132422,11337,11680283,North America,2023-02-25
858,Mali,32989,0,743,0.0,32062,0,184,0,1536,35,794716,37009,21473764,Africa,2023-02-25
859,Cayman Islands,31472,0,37,0.0,8553,0,22882,1,467797,550,222773,3311280,67277,North America,2023-02-25
860,Saint Lucia,29882,0,409,0.0,29095,0,378,0,161426,2209,210983,1139752,185113,North America,2023-02-25
861,Benin,27990,0,163,0.0,27825,0,2,0,2189,13,604310,47268,12784726,Africa,2023-02-25
862,Somalia,27324,0,1361,0.0,13182,0,12781,0,1622,81,400466,23778,16841795,Africa,2023-02-25
863,Congo,25375,0,386,0.0,24006,0,983,0,4377,67,347815,59991,5797805,Africa,2023-02-25
864,Solomon Islands,24575,0,153,0.0,0,0,0,1,34077,212,0,0,721159,Australia/Oceania,2023-02-25
865,Micronesia,23671,0,60,0.0,0,0,0,1,201474,511,54967,467848,117489,Australia/Oceania,2023-02-25
866,San Marino,23536,0,122,0.0,23276,0,138,4,690509,3579,157634,4624732,34085,Europe,2023-02-25
867,Timor-Leste,23418,0,138,0.0,23102,0,178,0,17101,101,278529,203391,1369429,Asia,2023-02-25
868,Burkina Faso,22056,0,396,0.0,21596,0,64,0,998,18,248995,11265,22102838,Africa,2023-02-25
869,Liechtenstein,21395,0,89,0.0,21281,0,25,0,557350,2318,112457,2929559,38387,Europe,2023-02-25
870,Gibraltar,20423,0,111,0.0,16579,0,3733,0,605952,3293,534283,15852213,33704,Europe,2023-02-25
871,Grenada,19680,0,238,0.0,19358,0,84,4,173430,2097,182981,1612523,113475,North America,2023-02-25
872,Bermuda,18799,0,160,0.0,18632,0,7,0,303508,2583,1027337,16586270,61939,North America,2023-02-25
873,Nicaragua,18491,0,225,0.0,4225,0,14041,0,2728,33,0,0,6779100,North America,2023-02-25
874,South Sudan,18368,0,138,0.0,18115,0,115,1,1581,12,410280,35313,11618511,Africa,2023-02-25
875,Tajikistan,17786,0,125,0.0,17264,0,397,0,1786,13,0,0,9957464,Asia,2023-02-25
876,Equatorial Guinea,17229,0,183,0.0,16907,0,139,5,11512,122,365697,244342,1496662,Africa,2023-02-25
877,Tonga,16801,0,13,0.0,15638,0,1150,0,155927,121,535009,4965327,107749,Australia/Oceania,2023-02-25
878,Samoa,16607,0,29,0.0,1605,0,14973,0,82116,143,187397,926612,202239,Australia/Oceania,2023-02-25
879,Monaco,16106,0,67,0.0,15992,0,47,4,404846,1684,78646,1976875,39783,Europe,2023-02-25
880,Dominica,15760,0,74,0.0,15673,0,13,0,217848,1023,229344,3170187,72344,North America,2023-02-25
881,Djibouti,15690,0,189,0.0,15427,0,74,0,15441,186,305941,301094,1016097,Africa,2023-02-25
882,Marshall Islands,15598,0,17,0.0,15528,0,53,0,259720,283,0,0,60057,Australia/Oceania,2023-02-25
883,CAR,15368,0,113,0.0,15200,0,55,2,3063,23,81294,16205,5016678,Africa,2023-02-25
884,Gambia,12586,0,372,0.0,12189,0,25,0,4919,145,155686,60851,2558482,Africa,2023-02-25
885,Saint Martin,12257,0,63,0.0,1399,0,10795,7,308507,1586,112382,2828643,39730,North America,2023-02-25
886,Vanuatu,12014,0,14,0.0,11976,0,24,0,37330,44,24976,77606,321832,Australia/Oceania,2023-02-25
887,Greenland,11971,0,21,0.0,2761,0,9189,4,210117,369,164926,2894810,56973,North America,2023-02-25
888,Yemen,11945,0,2159,0.0,9124,0,662,23,383,69,329592,10579,31154867,Asia,2023-02-25
889,Caribbean Netherlands,11672,0,38,0.0,10476,0,1158,0,438023,1426,30126,1130559,26647,North America,2023-02-25
890,Sint Maarten,11016,0,91,0.0,10905,0,20,0,250557,2070,62056,1411454,43966,North America,2023-02-25
891,Eritrea,10189,0,103,0.0,10086,0,0,0,2782,28,23693,6470,3662244,Africa,2023-02-25
892,Niger,9931,0,312,0.0,8890,0,729,1,381,12,254538,9759,26083660,Africa,2023-02-25
893,St. Vincent Grenadines,9589,0,123,0.0,9466,0,0,0,85961,1103,113703,1019292,111551,North America,2023-02-25
894,Antigua and Barbuda,9106,0,146,0.0,8954,0,6,1,91509,1467,18901,189943,99509,North America,2023-02-25
895,Comoros,8998,0,161,0.0,8837,0,0,0,9916,177,0,0,907419,Africa,2023-02-25
896,Guinea-Bissau,8953,0,176,0.0,8660,0,117,6,4339,85,145231,70385,2063367,Africa,2023-02-25
897,Liberia,8065,0,294,0.0,7768,0,3,2,1520,55,139824,26356,5305117,Africa,2023-02-25
898,Sierra Leone,7760,0,126,0.0,0,0,0,0,934,15,259958,31296,8306436,Africa,2023-02-25
899,Chad,7675,0,194,0.0,4874,0,2607,0,441,11,191341,10988,17413580,Africa,2023-02-25
900,British Virgin Islands,7305,0,64,0.0,0,0,0,0,238757,2092,107339,3508269,30596,North America,2023-02-25
901,Cook Islands,7025,0,2,0.0,7012,0,11,0,399806,114,19690,1120596,17571,Australia/Oceania,2023-02-25
902,Saint Kitts and Nevis,6596,0,46,0.0,6546,0,4,0,122441,854,126927,2356129,53871,North America,2023-02-25
903,Turks and Caicos,6551,0,38,0.0,6491,0,22,4,164842,956,611527,15387811,39741,North America,2023-02-25
904,Sao Tome and Principe,6281,0,77,0.0,6203,0,1,0,27587,338,29036,127530,227679,Africa,2023-02-25
905,Palau,5988,0,9,0.0,5976,0,3,0,328416,494,69136,3791806,18233,Australia/Oceania,2023-02-25
906,St. Barth,5439,0,6,0.0,0,0,0,0,546908,603,78646,7908095,9945,North America,2023-02-25
907,Nauru,5247,0,1,0.0,5075,0,171,0,481244,92,20509,1881042,10903,Australia/Oceania,2023-02-25
908,Kiribati,5013,0,18,0.0,2703,0,2292,3,40618,146,0,0,123419,Australia/Oceania,2023-02-25
909,Anguilla,3904,0,12,0.0,3879,0,13,4,256336,788,51382,3373736,15230,North America,2023-02-25
910,Macao,3513,0,121,0.0,3378,0,14,0,5263,181,7850,11760,667490,Asia,2023-02-25
911,Saint Pierre Miquelon,3452,0,2,0.0,2449,0,1001,1,599410,347,25400,4410488,5759,North America,2023-02-25
912,Wallis and Futuna,3427,0,7,0.0,438,0,2982,0,312056,637,20508,1867419,10982,Australia/Oceania,2023-02-25
913,Tuvalu,2805,0,0,0.0,0,0,2805,0,232471,0,0,0,12066,Australia/Oceania,2023-02-25
914,Saint Helena,2166,0,0,0.0,2,0,2164,0,354211,0,0,0,6115,Africa,2023-02-25
915,Falkland Islands,1930,0,0,0.0,1930,0,0,0,545352,0,8632,2439107,3539,South America,2023-02-25
916,Montserrat,1403,0,8,0.0,1376,0,19,0,282578,1611,17762,3577442,4965,North America,2023-02-25
917,Niue,783,0,0,0.0,752,0,31,0,482737,0,0,0,1622,Australia/Oceania,2023-02-25
918,Diamond Princess,712,0,13,0.0,699,0,0,0,0,0,0,0,0,Do not know,2023-02-25
919,Vatican City,29,0,0,0.0,29,0,0,0,36295,0,0,0,799,Europe,2023-02-25
920,Western Sahara,10,0,1,0.0,9,0,0,0,16,2,0,0,626161,Africa,2023-02-25
921,MS Zaandam,9,0,2,0.0,7,0,0,0,0,0,0,0,0,Do not know,2023-02-25
922,Tokelau,5,0,0,0.0,0,0,5,0,3628,0,0,0,1378,Australia/Oceania,2023-02-25
923,China,503302,0,5272,0.0,379053,0,118977,0,347,4,160000000,110461,1448471400,Asia,2023-02-25
924,China,503302,0,5272,0.0,379053,0,118977,7557,347,4,160000000,110461,1448471400,Asia,2023-02-26
925,USA,105251154,2543,1145293,2.0,102620644,15634,1485217,2588,314365,3421,1166740145,3484832,334805269,North America,2023-02-26
926,India,44686202,185,530770,1.0,44153203,104,2229,0,31768,377,918535118,653003,1406631776,Asia,2023-02-26
927,France,39615739,2942,164877,0.0,39378241,718,72621,869,604041,2514,271490188,4139547,65584518,Europe,2023-02-26
928,Germany,38111063,0,167812,0.0,37661500,2900,281751,0,454333,2001,122332384,1458359,83883596,Europe,2023-02-26
929,Brazil,37024417,952,698934,1.0,36185975,0,139508,0,171924,3246,63776166,296146,215353593,South America,2023-02-26
930,Japan,33184966,12399,72268,62.0,21682369,1565,11430329,172,264243,575,94989804,756380,125584838,Asia,2023-02-26
931,S. Korea,30498878,9212,33946,6.0,30278039,32587,186893,181,594174,661,15804065,307892,51329899,Asia,2023-02-26
932,Italy,25576852,0,188094,0.0,25219653,0,169105,133,424422,3121,267663187,4441601,60262770,Europe,2023-02-26
933,UK,24341615,0,206246,0.0,24080781,2450,54588,0,355363,3011,522526476,7628357,68497907,Europe,2023-02-26
934,Russia,22253137,9574,396035,31.0,21591237,9774,265865,0,152622,2716,273400000,1875095,145805947,Europe,2023-02-26
935,Turkey,17042722,0,101492,0.0,0,0,0,0,199186,1186,162743369,1902052,85561976,Asia,2023-02-26
936,Spain,13763336,0,119380,0.0,13607068,0,36888,231,294597,2555,471036328,10082298,46719142,Europe,2023-02-26
937,Vietnam,11526901,10,43186,0.0,10614760,1,868955,3,116488,436,85826548,867342,98953541,Asia,2023-02-26
938,Australia,11366361,0,19373,0.0,11314814,0,32174,36,436014,743,78835048,3024116,26068792,Australia/Oceania,2023-02-26
939,Argentina,10043308,0,130458,0.0,9908958,456,3892,363,218284,2835,35716069,776264,46010234,South America,2023-02-26
940,Taiwan,10025363,13087,17864,46.0,9667651,16572,339848,0,419672,748,30742304,1286903,23888595,Asia,2023-02-26
941,Netherlands,8591721,0,22992,0.0,8558127,280,10602,53,499186,1336,25984435,1509718,17211447,Europe,2023-02-26
942,Iran,7567702,83,144842,7.0,7339205,76,83655,273,87973,1684,55034937,639771,86022837,Asia,2023-02-26
943,Mexico,7443151,0,332938,0.0,6680289,0,429924,0,56575,2531,19551137,148607,131562772,North America,2023-02-26
944,Indonesia,6735628,177,160908,3.0,6571187,224,3533,0,24130,576,114158919,408975,279134505,Asia,2023-02-26
945,Poland,6415279,426,118868,0.0,5335940,0,960471,696,169987,3150,38257738,1013724,37739785,Europe,2023-02-26
946,Colombia,6359464,0,142615,0.0,6182304,0,34545,342,123454,2769,36951507,717327,51512762,South America,2023-02-26
947,Austria,5902143,4827,21872,0.0,5825570,4455,54701,72,650969,2412,211273524,23302116,9066710,Europe,2023-02-26
948,Greece,5849949,7294,36077,11.0,5801794,3196,12078,115,567040,3497,102228365,9909078,10316637,Europe,2023-02-26
949,Portugal,5566708,0,26117,0.0,5537148,0,3443,61,548954,2575,45968702,4533148,10140570,Europe,2023-02-26
950,Ukraine,5382095,0,111175,0.0,5261929,0,8991,0,124608,2574,32603805,754855,43192122,Europe,2023-02-26
951,Chile,5163316,2107,64166,8.0,5093198,2668,5952,79,268221,3333,48421758,2515391,19250195,South America,2023-02-26
952,Malaysia,5042395,207,36957,0.0,4996232,175,9206,10,151966,1114,68070708,2051492,33181072,Asia,2023-02-26
953,Israel,4797689,123,12269,1.0,4781252,0,4168,57,514442,1316,41373364,4436346,9326000,Asia,2023-02-26
954,DPRK,4772813,0,74,0.0,4772739,0,0,0,183636,3,0,0,25990679,Asia,2023-02-26
955,Thailand,4727831,0,33902,0.0,4692636,0,1293,0,67465,484,17270775,246450,70078203,Asia,2023-02-26
956,Belgium,4717655,0,33717,0.0,4657782,367,26156,43,404315,2890,36709556,3146099,11668278,Europe,2023-02-26
957,Czechia,4608024,141,42424,0.0,4556332,990,9268,35,429181,3951,56990464,5307964,10736784,Europe,2023-02-26
958,Canada,4581763,0,51061,0.0,4496044,1575,34658,99,119353,1330,66343123,1728207,38388419,North America,2023-02-26
